qid,leader,iso3,country_name,start_year,end_year,entry,exit,family_in_govt_count,family_in_govt_binary,family_in_govt_details,places_named_count,places_named_binary,places_named_details,grandiose_titles_count,grandiose_titles_binary,grandiose_titles_details
Q164535,Mobutu,COD,DRC,1960,1960,Irregular,Regular,1,0,Nzanga Mobutu (child): Vice Prime Minister of the Democratic Republic of the Congo; Nzanga Mobutu (child): Minister of Agriculture of Democratic Republic of the Congo; Nzanga Mobutu (child): Minister of Labour; Nzanga Mobutu (child): presidential spokesperson,1,0,Mobutism,7,1,« Léopard du Kinshasa»; « Léopard du Zaïre »; Aigle de Kawele; Homme au totem léopard; Papa Maréchal; Roi du Zaïre; Elombé Sese
Q164535,Mobutu,COD,DRC,1965,1997,Irregular,Irregular,1,0,Nzanga Mobutu (child): Vice Prime Minister of the Democratic Republic of the Congo; Nzanga Mobutu (child): Minister of Agriculture of Democratic Republic of the Congo; Nzanga Mobutu (child): Minister of Labour; Nzanga Mobutu (child): presidential spokesperson,1,0,Mobutism,7,1,« Léopard du Kinshasa»; « Léopard du Zaïre »; Aigle de Kawele; Homme au totem léopard; Papa Maréchal; Roi du Zaïre; Elombé Sese
Q210069,Obote,UGA,UGA,1962,1971,Regular,Irregular,1,0,Miria Obote (spouse): First Lady of Uganda,0,0,,0,0,
Q497412,Paulo Muwanga,UGA,UGA,1980,1980,Irregular,Regular,0,0,,0,0,,0,0,
Q210069,Obote,UGA,UGA,1980,1985,Regular,Irregular,1,0,Miria Obote (spouse): First Lady of Uganda,0,0,,0,0,
Q173563,Kenyatta,KEN,KEN,1963,1978,Regular,Natural Death,4,1,Uhuru Kenyatta (child): Minister for Finance of Kenya; Uhuru Kenyatta (child): President of Kenya; Uhuru Kenyatta (child): Member of the National Assembly; Margaret Wambui Kenyatta (child): Mayor of Nairobi; Muhoho Kenyatta (child): chief executive officer; Ngina Kenyatta (spouse): First Lady of Kenya,6,1,Jomo Kenyatta International Airport; Jomo Kenyatta University of Agriculture and Technology; Kenyatta International Convention Centre; Jomo Kenyatta Avenue; Jomo Kenyatta Prize for Literature; Mashujaa Day,0,0,
Q193492,Moi,KEN,KEN,1978,2002,Regular,Regular,2,1,Gideon Moi (child): Member of the National Assembly; Gideon Moi (child): Member of the Senate of Kenya; Lena Moi (spouse): First Lady of Kenya,1,0,Moi International Airport,0,0,
Q186525,Nyerere,TZA,TAZ,1961,1985,Regular,Regular,1,0,Maria Nyerere (spouse): First Lady of Tanzania,9,1,Pundamilia nyererei; Julius Nyerere International Airport; nyerereite; Mwalimu Nyerere Museum Centre; Julius Nyerere International Convention Centre; Order of Mwalimu Julius Kambarage Nyerere; Mwalimu Nyerere Memorial Academy; Avenida Julius Nyerere (Maputo); Mwalimu Nyerere University,0,0,
Q361581,Mwinyi,TZA,TAZ,1985,1995,Regular,Regular,2,1,Hussein Mwinyi (child): President of Zanzibar; Hussein Mwinyi (child): Member of the National Assembly of Tanzania; Hussein Mwinyi (child): Minister of Health; Hussein Mwinyi (child): Minister of Defence of Tanzania; Siti Mwinyi (spouse): First Lady of Tanzania,0,0,,0,0,
Q282359,Micombero,BDI,BUI,1966,1976,Irregular,Irregular,0,0,,0,0,,0,0,
Q457201,Ndadaye,BDI,BUI,1993,1993,Regular,Irregular,0,0,,0,0,,0,0,
Q358332,Ndayizeye,BDI,BUI,2003,2005,Regular,Regular,0,0,,0,0,,0,0,
Q1231345,Paul Kagame,RWA,RWA,1994,2015,Regular,Still in Office,1,0,Jeannette Kagame (spouse): First Lady,0,0,,0,0,
Q209828,Siad Barre,SOM,SOM,1969,1991,Irregular,Irregular,0,0,,0,0,,0,0,
Q297667,Gouled Aptidon,DJI,DJI,1977,1999,Regular,Regular,0,0,,0,0,,0,0,
Q181665,Neto,AGO,ANG,1975,1979,Irregular,Natural Death,0,0,,7,1,Agostinho Neto University; Ausspannplatz Windhoek; Dr Agostinja Neta; Order of Agostinho Neto; Agostinho Netostraat; Antonio Netostraat; Agostinho Neto Hospital,0,0,
Q219918,Machel,MOZ,MZM,1975,1986,Irregular,Natural Death,1,0,Graça Machel (spouse): First Lady of South Africa; Graça Machel (spouse): Minister of Education and Culture; Graça Machel (spouse): First Lady of Mozambique; Graça Machel (spouse): Member of the Council of State of Mozambique,6,1,Samora Machel Constituency; Samory Machela street; Samora Machel Bridge; Samora Machel Avenue; Machelism; Q114851230,0,0,
Q105480,Kaunda,ZMB,ZAM,1964,1991,Regular,Regular,1,0,Betty Kaunda (spouse): First Lady of Zambia,1,0,Avenida Kenneth Kaunda,1,1,KK
Q297057,Chiluba,ZMB,ZAM,1991,2002,Regular,Regular,1,0,Vera Tembo (spouse): First Lady of Zambia; Vera Tembo (spouse): Member of the National Assembly of Zambia,0,0,,0,0,
Q212058,Levy Mwanawasa,ZMB,ZAM,2002,2008,Regular,Retired Due to Ill Health,1,0,Maureen Mwanawasa (spouse): First Lady of Zambia,0,0,,0,0,
Q313424,Smith,ZWE,ZIM,1965,1979,Regular,Regular,0,0,,0,0,,2,1,Legion of Merit; The Right Honourable
Q10707,Mugabe,ZWE,ZIM,1980,2015,Regular,Still in Office,2,1,Grace Mugabe (spouse): First Lady of Zimbabwe; Sabina Mugabe (sibling): Member of the National Assembly of Zimbabwe,2,1,Robert Gabriel Mugabe International Airport; Robert Gabriel Mugabe National Youth Day,0,0,
Q184945,Banda,MWI,MAW,1964,1994,Regular,Regular,0,0,,0,0,,0,0,
Q1077326,Heunis,ZAF,SAF,1989,1989,Regular,Regular,0,0,,0,0,,0,0,
Q8023,Mandela,ZAF,SAF,1994,1999,Regular,Regular,3,1,Zindzi Mandela (child): ambassador; Zindzi Mandela (child): First Lady of South Africa; Winnie Madikizela-Mandela (spouse): member of parliament; Winnie Madikizela-Mandela (spouse): member of the National Assembly of South Africa; Graça Machel (spouse): First Lady of South Africa; Graça Machel (spouse): Minister of Education and Culture; Graça Machel (spouse): First Lady of Mozambique; Graça Machel (spouse): Member of the Council of State of Mozambique,180,1,Australopicus nelsonmandelai; Nelson Mandela Boulevard; Mandelia; Mandela's nudibranch; Mandeliidae; Mandela Challenge Plate; Praia International Airport; Nelson Mandela University; Mandela Day; Nelson Mandela Bay Metropolitan Municipality; Nelson Mandelabrug; Nelson Mandelapark; Nelson Mandela Bridge; Anelosimus nelsoni; Singafrotypa mandela; Stasimopus mandelai; Nelson Mandela Centre; jardin Nelson-Mandela; Nelson Mandela Bridges; Vulcanobatrachus mandelai,0,0,
Q101547,Mbeki,ZAF,SAF,1999,2008,Regular,Regular,1,0,Govan Mbeki (parent): member of the National Assembly of South Africa,0,0,,0,0,
Q154104,Nujoma,NAM,NAM,1990,2005,Regular,Regular,1,0,Utoni Nujoma (child): Member of the National Assembly of Namibia; Utoni Nujoma (child): Minister of Foreign Affairs of Namibia; Utoni Nujoma (child): Minister of Labour; Utoni Nujoma (child): Minister of Justice,0,0,,1,1,His Excellency
Q1347953,Jonathan,LSO,LES,1966,1986,Regular,Irregular,0,0,,0,0,,0,0,
Q57732,Mosisili,LSO,LES,1998,2012,Regular,Regular,0,0,,0,0,,0,0,
Q219962,Khama,BWA,BOT,1966,1980,Regular,Natural Death,2,1,Ian Khama (child): Vice-President of Botswana; Ian Khama (child): President of Botswana; Ian Khama (child): member of the National Assembly of Botswana; Tshekedi Khama II (child): member of the National Assembly of Botswana,1,0,Sir Seretse Khama International Airport,0,0,
Q310574,Masire,BWA,BOT,1980,1998,Regular,Regular,0,0,,0,0,,0,0,
Q193238,Mogae,BWA,BOT,1998,2008,Regular,Regular,0,0,,0,0,,0,0,
Q155554,Marc Ravalomanana,MDG,MAG,2002,2009,Irregular,Irregular,1,0,Lalao Ravalomanana (spouse): mayor; Lalao Ravalomanana (spouse): First Lady of Madagascar,0,0,,0,0,
Q401076,Abdallah,COM,COM,1975,1975,Irregular,Irregular,0,0,,0,0,,0,0,
Q2166580,Ramgoolam,MUS,MAS,1968,1982,Regular,Regular,1,0,Navin Ramgoolam (child): Prime Minister of Mauritius; Navin Ramgoolam (child): defence minister; Navin Ramgoolam (child): Minister of Foreign Affairs of Mauritius; Navin Ramgoolam (child): Member of the Privy Council of the United Kingdom,1,0,Sir Seewoosagur Ramgoolam International Airport,0,0,
Q217566,Anerood Jugnauth,MUS,MAS,1982,1995,Regular,Regular,1,0,"Pravind Jugnauth (child): Prime Minister of Mauritius; Pravind Jugnauth (child): Minister for Rodrigues, Outer Islands and Territorial Integrity; Pravind Jugnauth (child): Minister of Defence, Home Affairs and External Communications",0,0,,1,1,Sir
Q217566,Anerood Jugnauth,MUS,MAS,2000,2003,Regular,Regular,1,0,"Pravind Jugnauth (child): Prime Minister of Mauritius; Pravind Jugnauth (child): Minister for Rodrigues, Outer Islands and Territorial Integrity; Pravind Jugnauth (child): Minister of Defence, Home Affairs and External Communications",0,0,,1,1,Sir
Q193874,Mohammed V,MAR,MOR,1956,1961,Irregular,Natural Death,3,1,Hassan II (child): King of Morocco; Hassan II (child): chairperson of the Organisation of African Unity; Princess Lalla Aicha of Morocco (child): ambassador of Morocco to Italy; Princess Lalla Aicha of Morocco (child): ambassador of Morocco to Greece; Princess Lalla Aicha of Morocco (child): ambassador of Morocco to the United Kingdom; Yusef of Morocco (parent): sultan of Morocco,14,1,Mausoleum of Mohammed V; Mohammedia; Mohammed V International Airport; Mohammed V University; Mohammed V Stadium; Q2921879; place Mohammed-V; Salle Mohammed V; National Theatre Mohammed V; Avenue Mohammed V; Mohammed V Mosque of Agadir; Avenue Mohammed V; Mohammed V Mosque; Sousse Mohamed 5,1,1,sultan
Q69103,Hassan II,MAR,MOR,1961,1999,Regular,Natural Death,5,1,Mohammed VI of Morocco (child): King of Morocco; Princess Lalla Meryem of Morocco (child): UNESCO Goodwill Ambassador; Lalla Latifa (spouse): Princess consort of Morocco; Princess Lalla Aicha of Morocco (sibling): ambassador of Morocco to Italy; Princess Lalla Aicha of Morocco (sibling): ambassador of Morocco to Greece; Princess Lalla Aicha of Morocco (sibling): ambassador of Morocco to the United Kingdom; Mohammed V of Morocco (parent): sultan of Morocco; Mohammed V of Morocco (parent): King of Morocco,8,1,Hassan II University of Casablanca; Hassan II Bridge; Moulay Hassan Bridge; Université Hassan II Mohammedia; CHU Hassan II; Hassan II Garden; Q119704364; Hassan II Mosque,1,1,king
Q2679301,Ben Khedda,DZA,ALG,1962,1962,Regular,Regular,0,0,,0,0,,0,0,
Q327414,Bitat,DZA,ALG,1978,1979,Regular,Regular,1,0,Zohra Drif (spouse): vice president; Zohra Drif (spouse): Member of the Council of the Nation of Algeria,3,1,Annaba Rabah Bitat Airport; Q26845709; Q112155761,0,0,
Q314688,Benjedid,DZA,ALG,1979,1992,Regular,Irregular,0,0,,1,0,Université Chadli Bendjedid d'El Tarf,0,0,
Q57308,Bouteflika,DZA,ALG,1999,2015,Regular,Still in Office,0,0,,0,0,,0,0,
Q643348,Ben Ali Bourguiba,TUN,TUN,1957,1987,Irregular,Irregular,3,1,"Habib Bourguiba, Jr. (child): Minister of Justice; Habib Bourguiba, Jr. (child): Minister of Foreign Affairs; Habib Bourguiba, Jr. (child): ambassador of Tunisia to France; Wassila Ben Ammar (spouse): First Lady of Tunisia; Moufida Bourguiba (spouse): First Lady of Tunisia",12,1,Avenue Habib Bourguiba; Monastir Habib Bourguiba International Airport; Bourguibism; Borj Bourguiba; esplanade Habib-Bourguiba; Leader Habib Bourguiba Museum; Hammam Bourguiba; Habib Bourguiba Street; Gare Habib Bourguiba Monastir; Hopital Universitaire Habib Bourguiba; Bourguiba initiative; Pavillon Habib Bourguiba,0,0,
Q204487,Zine Al-Abidine Ben Ali,TUN,TUN,1987,2011,Irregular,Irregular,2,1,Leïla Ben Ali (spouse): First Lady of Tunisia; Naïma Ben Ali (spouse): First Lady of Tunisia,0,0,,0,0,
Q319216,Abboud,SDN,SUD,1958,1964,Irregular,Irregular,0,0,,0,0,,0,0,
Q311798,Nimeiri,SDN,SUD,1969,1971,Irregular,Irregular,0,0,,0,0,,0,0,
Q311798,Nimeiri,SDN,SUD,1971,1985,Irregular,Irregular,0,0,,0,0,,0,0,
Q128245,Mohammad Reza,IRN,IRN,1953,1979,Irregular,Irregular,7,1,Reza Pahlavi (child): crown prince; Farah Pahlavi (spouse): empress consort; Soraya Esfandiari-Bakhtiari (spouse): Consort of Iran; Princess Fawzia Fuad of Egypt (spouse): Consort of Iran; Ashraf Pahlavi (sibling): monarch; Gholam Reza Pahlavi (sibling): general; Reza Shah (parent): shah; Reza Shah (parent): Prime Minister of Iran,2,1,Central Square (Hamadan); Shohadaye Hafte Tir Arena,3,1,shah; crown prince; prince
Q38823,Ayatollah Khomeini,IRN,IRN,1979,1989,Irregular,Natural Death,0,0,,37,1,Shah Mosque; Tehran Imam Khomeini International Airport; Imam Khomeini Square; Imam Khomeini International University; Imam Khomeini Street; Imam Khomeini Naval University; Khomeini House (Jamaran); Imam Khomeini Madrasa (Yazd); Khomeini House (Khomein); Imam Khomeini High School (Hamadan); Grand Musalla of Isfahan; Central Square (Hamadan); Imam Khomeini Hospital Complex; Sepahdari Madrasa; Grand Musalla of Tehran; Khomeinism; Semnan Space Center; Soltani Madrasa; Khomeini House (Qom); Khomeini House (Najaf),3,1,ayatollah; Sayyid; grand ayatollah
Q238745,Menderes,TUR,TUR,1950,1960,Regular,Irregular,3,1,Aydın Menderes (child): member of the Grand National Assembly of Turkey; Mutlu Menderes (child): member of the Grand National Assembly of Turkey; Mutlu Menderes (child): Representative of the Parliamentary Assembly of the Council of Europe; Yüksel Menderes (child): member of the Grand National Assembly of Turkey; Yüksel Menderes (child): Representative of the Parliamentary Assembly of the Council of Europe,6,1,Aydın Adnan Menderes University; İzmir Adnan Menderes Airport; Adnan Menderes Boulevard; Adnan Menderes; Adnan Menderes; Adnan Menderes,0,0,
Q243550,Erbakan,TUR,TUR,1996,1997,Regular,Irregular,0,0,,1,0,Necmettin Erbakan University,0,0,
Q307494,Salem Aref,IRQ,IRQ,1963,1966,Irregular,Natural Death,1,0,Abdul Rahman Arif (sibling): President of Iraq; Abdul Rahman Arif (sibling): Prime Minister of Iraq,1,0,Abdel Salam Aref Street,0,0,
Q1316,Saddam Hussein,IRQ,IRQ,1979,2003,Regular,Foreign,4,1,Uday Hussein (child): president; Uday Hussein (child): commanding officer; Qusay Hussein (child): Republican Guard; Qusay Hussein (child): Fedayeen Saddam; Qusay Hussein (child): director; Sajida Talfah (spouse): First Lady of Iraq; Hussein 'Abid al-Majid (parent): President of Iraq,3,1,Baghdad International Airport; Mosul Dam; Sadr City,2,1,جزار بغداد; El carnicero de Bagdad
Q39524,Nasser,EGY,EGY,1954,1970,Irregular,Natural Death,1,0,Tahia Kazem (spouse): First Lady,10,1,"Nasserism; University of Conakry; Gamal Abdul El Nasser Air Base; Jamal Abdel Nasser Street, Gaza; ENS Gamal Abdel Nasser; Jamal Abdel Nasser Street; Gamal Abdel Nasser Street; Nasser, Gaza; New Nasser City; Nasser Medical Complex",0,0,
Q39524,Nasser (president of UAR),SYR,SYR,1958,1961,Regular,Irregular,1,0,Tahia Kazem (spouse): First Lady,10,1,"Nasserism; University of Conakry; Gamal Abdul El Nasser Air Base; Jamal Abdel Nasser Street, Gaza; ENS Gamal Abdel Nasser; Jamal Abdel Nasser Street; Gamal Abdel Nasser Street; Nasser, Gaza; New Nasser City; Nasser Medical Complex",0,0,
Q365971,Chamoun,LBN,LEB,1952,1958,Regular,Regular,1,0,Dory Chamoun (child): mayor; Dory Chamoun (child): president; Dory Chamoun (child): Member of the Parliament of Lebanon,0,0,,1,1,His Excellency
Q363392,Aoun,LBN,LEB,1988,1989,Regular,Regular,2,1,Claudine Aoun Roukoz (child): president; Nadia El-Chami Aoun (spouse): First Lady of Lebanon,0,0,,0,0,
Q146906,Hussein Ibn Talal El-Hashim,JOR,JOR,1952,1999,Regular,Natural Death,10,1,Abdullah II of Jordan (child): heir apparent; Abdullah II of Jordan (child): King of Jordan; Abdullah II of Jordan (child): Custodian of the Holy Sites of Jerusalem; Prince Feisal bin Al-Hussein of Jordan (child): member of the International Olympic Committee; Prince Ali bin Al-Hussein of Jordan (child): president; Queen Noor of Jordan (spouse): Consort of Jordan; Queen Alia of Jordan (spouse): Consort of Jordan; Princess Muna Al-Hussein (spouse): Consort of Jordan; Princess Dina bint Abdul-Hamid Hashem (spouse): Consort of Jordan; Prince El Hassan bin Talal of Jordan (sibling): regent,6,1,King Hussein International Airport; avenue Hussein-1er-de-Jordanie; Al-Hussein Bin Talal University; King Hussein Airport; Hussein bin Talal Park; Q109161410,2,1,Majesty; Royal Highness
Q208477,Sharett,ISR,ISR,1953,1955,Regular,Regular,0,0,,2,1,"Ramat Sharett; Moshe Sharett Square, Ashdod",0,0,
Q191123,Eshkol,ISR,ISR,1963,1969,Regular,Natural Death,1,0,Miriam Eshkol (spouse): Spouse of the Prime Minister of Israel,10,1,"Ramat Eshkol; Yuliyus Jacob's House, Rehavia; Eshkol National Park; Eshkol Tower; Ma'agar Bet Netofa; Ramat Eshkol; Eshkol Power Station; Prime Minister's Prize for Hebrew Literary Works; Q30527577; Ramat Eshkol",0,0,
Q42992,Meir,ISR,ISR,1969,1974,Regular,Regular,0,0,,13,1,Tel Aviv Performing Arts Center; Golda Meir School; Golda Meir interchange; University of Wisconsin-Milwaukee Libraries; Route 436; G. Meirstraat; Golda Park; Golda Meir Prize; Q89392145; Q96971024; Golda-Meir-Steg; Golda Meir Garden; Q133281462,0,0,
Q34060,Rabin,ISR,ISR,1974,1977,Regular,Regular,1,0,Dalia Rabin-Pelossof (child): Knesset member; Dalia Rabin-Pelossof (child): Deputy Minister of Defense,28,1,"Yitzhak Rabin Center; Rabin Pre-Military Academy; Orot Rabin; Rabin Medical Center; Wadi Araba Crossing; Rabin Square; Q6615807; Neve Rabin; Rabin Interchange; Yitzhak Rabin Park; Rabin Camp; Nibar Madar; Glorieta de Isaac Rabin, Madrid; Yitzhak-Rabin-Straße; Q86006722; Yitzhak Rabin Park; Rabinstraße; Place Yitzhak-Rabin; Allée Yithzak Rabin - Yithzak Rabindreef; Rue Itzhak-Rabin",0,0,
Q57410,Peres,ISR,ISR,1977,1977,Regular,Regular,0,0,,5,1,Negev Nuclear Research Center; Peres park; Peres Academic Center; Peres Campus; place Shimon Peres,0,0,
Q130873,Begin,ISR,ISR,1977,1983,Regular,Regular,1,0,"Benny Begin (child): Knesset member; Benny Begin (child): Minister without portfolio; Benny Begin (child): Science, Technology and Space Minister",14,1,Begin Road; Menachem Begin-Taba Border Crossing; Menachem Begin Heritage Center; Kiryat Menachem Begin; Begin-Sadat Center for Strategic Studies; Begin Doctrine; Begin Park; Menahem Begin Park; Begin Prize; Q86006831; Menachem Begin Hospital; Menachem Begin Boulevard; Kikar Hakadurim Lod; Darka Menahem Begin Highschool,0,0,
Q57410,Peres,ISR,ISR,1984,1986,Regular,Regular,0,0,,5,1,Negev Nuclear Research Center; Peres park; Peres Academic Center; Peres Campus; place Shimon Peres,0,0,
Q34060,Rabin,ISR,ISR,1992,1995,Regular,Irregular,1,0,Dalia Rabin-Pelossof (child): Knesset member; Dalia Rabin-Pelossof (child): Deputy Minister of Defense,28,1,"Yitzhak Rabin Center; Rabin Pre-Military Academy; Orot Rabin; Rabin Medical Center; Wadi Araba Crossing; Rabin Square; Q6615807; Neve Rabin; Rabin Interchange; Yitzhak Rabin Park; Rabin Camp; Nibar Madar; Glorieta de Isaac Rabin, Madrid; Yitzhak-Rabin-Straße; Q86006722; Yitzhak Rabin Park; Rabinstraße; Place Yitzhak-Rabin; Allée Yithzak Rabin - Yithzak Rabindreef; Rue Itzhak-Rabin",0,0,
Q57410,Peres,ISR,ISR,1995,1996,Regular,Regular,0,0,,5,1,Negev Nuclear Research Center; Peres park; Peres Academic Center; Peres Campus; place Shimon Peres,0,0,
Q125731,Barak,ISR,ISR,1999,2001,Regular,Regular,0,0,,0,0,,0,0,
Q60206,Ariel Sharon,ISR,ISR,2001,2006,Regular,Retired Due to Ill Health,1,0,Omri Sharon (child): Knesset member,2,1,Rova Mevo Ha'ir; Ariel Sharon Park,0,0,
Q183187,Fahd,SAU,SAU,1982,1996,Regular,Retired Due to Ill Health,18,1,Mohammad Bin Fahd (child): Governor of Eastern Province; Mohammad Bin Fahd (child): assistant deputy minister; Saud bin Fahd bin Abdulaziz Al Saud (child): General Intelligence Presidency; Abdullah of Saudi Arabia (sibling): King of Saudi Arabia; Abdullah of Saudi Arabia (sibling): Prime Minister of Saudi Arabia; Abdullah of Saudi Arabia (sibling): Crown Prince of Saudi Arabia; Abdullah of Saudi Arabia (sibling): Minister of National Guard; Khalid of Saudi Arabia (sibling): King of Saudi Arabia; Khalid of Saudi Arabia (sibling): Prime Minister of Saudi Arabia; King Faisal bin Abdulaziz Al Saud (sibling): King of Saudi Arabia,15,1,King Fahd Sports City; King Fahd Causeway; King Fahd International Airport; King Fahd Mosque; King Fahad Academy; King Fahd Security College; King Fahad Medical City; King Fahd University Hospital; Royal Naval Academy; King Fahad Industrial Port Jubail; King Fahad Industrial Port Yanbu; King Fahad Hospital Hufūf; Q98755382; King Fahd Mosque (Muzaffarabad); King Fahd History Exhibition – Spirit of Leadership,2,1,Custodian of the Two Holy Mosques; Custodian of the Two Holy Mosques
Q1316,Saddam Hussein,KWT,KUW,1990,1991,Foreign Imposition,Foreign,4,1,Uday Hussein (child): president; Uday Hussein (child): commanding officer; Qusay Hussein (child): Republican Guard; Qusay Hussein (child): Fedayeen Saddam; Qusay Hussein (child): director; Sajida Talfah (spouse): First Lady of Iraq; Hussein 'Abid al-Majid (parent): President of Iraq,3,1,Baghdad International Airport; Mosul Dam; Sadr City,2,1,جزار بغداد; El carnicero de Bagdad
Q317743,Abdallah Yakta,AFG,AFG,1967,1967,Regular,Regular,0,0,,0,0,,0,0,
Q63831,Amin,AFG,AFG,1979,1979,Irregular,Irregular,0,0,,0,0,,0,0,
Q63827,Karmal,AFG,AFG,1979,1986,Irregular,Foreign,0,0,,0,0,,0,0,
Q43944,Hamid Karzai,AFG,AFG,2001,2014,Foreign Imposition,Regular,4,1,Zeenat Karzai (spouse): First Lady of Afghanistan; Ahmed Wali Karzai (sibling): Q61710523; Qayum Karzai (sibling): Member of the House of the People of Afghanistan; Abdul Ahad Karzai (parent): Member of the House of the People of Afghanistan,1,0,Kabul International Airport,0,0,
Q82918,Niyazov,TKM,TKM,1990,2006,Regular,Natural Death,1,0,Muza Niýazowa (spouse): First Lady of Turkmenistan,8,1,Saparmyrat Türkmenbaşy District; Q4335900; Order of Saparmurat Türkmenbaşy the Great; Turkmen Agricultural University Named After S.A. Nyýazow; Şabat District; Şabat; Military Institute of the Ministry of Defense of Turkmenistan; Saparmyrat Türkmenbaşy,0,0,
Q489893,Akayev,KGZ,KYR,1990,2005,Regular,Irregular,2,1,Bermet Akayeva (child): Member of the Supreme Council of Kyrgyzstan; Mayram Akayeva (spouse): First Lady of Kyrgyzstan,0,0,,0,0,
Q57394,Nazarbayev,KAZ,KZK,1990,2015,Regular,Still in Office,1,0,Dariga Nazarbayeva (child): Member of the Mäjilis; Dariga Nazarbayeva (child): Deputy Prime Minister of Kazakhstan; Dariga Nazarbayeva (child): Chair of the Senate of Kazakhstan; Dariga Nazarbayeva (child): Deputy Chair of the Mazhilis,4,1,Nursultan Nazarbayev International Airport; Order of Nazarbayev; Nazarbayev University; Nursultan Nazarbayev Street,0,0,
Q5816,Mao Tse-Tung,CHN,CHN,1949,1976,Irregular,Natural Death,4,1,Li Na (child): member of the National Committee of the Chinese People's Political Consultative Conference; Li Min (child): member of the National Committee of the Chinese People's Political Consultative Conference; Jiang Qing (spouse): spouse of the President of the People's Republic of China; Jiang Qing (spouse): member of the Politburo of the Chinese Communist Party; Jiang Qing (spouse): First Lady of China; He Zizhen (spouse): member of the National Committee of the Chinese People's Political Consultative Conference,10,1,Mao suit; Maoism; Mao; Maotherium; Marxism–Leninism–Maoism–Prachanda Path; demaoization; Mao Zedong's Former Residence; Marxism–Leninism–Maoism; Avenida Mao-tse Tung; Mao Zedong Locomotive,0,0,
Q41570,Hua Guofeng,CHN,CHN,1976,1980,Regular,Regular,0,0,,0,0,,0,0,
Q16977,Deng Xiaoping,CHN,CHN,1980,1997,Regular,Natural Death,3,1,Deng Pufang (child): member of the National Committee of the Chinese People's Political Consultative Conference; Deng Pufang (child): standing member of the National Committee of the Chinese People's Political Consultative Conference; Deng Nan (child): member of the National Committee of the Chinese People's Political Consultative Conference; Zhuo Lin (spouse): National People's Congress deputy; Zhuo Lin (spouse): First Lady of China,2,1,Deng Xiaoping Theory; Deng Xiaoping,0,0,
Q16597,Jiang Zemin,CHN,CHN,1997,2003,Regular,Regular,2,1,Wang Yeping (spouse): spouse of the President of the People's Republic of China; Wang Yeping (spouse): First Lady of China; Jiang Zehui (sibling): member of the National Committee of the Chinese People's Political Consultative Conference,1,0,Jiang's Eight Points,0,0,
Q15029,Hu Jintao,CHN,CHN,2003,2012,Regular,Regular,1,0,Liu Yongqing (spouse): spouse of the President of the People's Republic of China; Liu Yongqing (spouse): First Lady of China,0,0,,0,0,
Q334679,Bagabandi,MNG,MON,1997,2005,Regular,Regular,0,0,,0,0,,0,0,
Q171684,Rhee,KOR,ROK,1948,1960,Regular,Irregular,1,0,Franziska Donner (spouse): First Lady of South Korea,2,1,Q12608820; The Independence Association and Young Syngman Rhee,0,0,
Q494930,Matthew Bunker Ridgway,JPN,JPN,1951,1952,Regular,Regular,0,0,,0,0,,0,0,
Q301804,"Yoshida, Shigeru",JPN,JPN,1952,1954,Regular,Regular,2,1,Takeuchi Meitarō (sibling): member of the House of Representatives of Japan; Takeuchi Tsuna (parent): member of the House of Representatives of Japan,4,1,Yoshida Doctrine; Shigeru Ishiba; Q11413503; Q11414086,0,0,
Q351656,Ishibashi,JPN,JPN,1956,1957,Regular,Retired Due to Ill Health,0,0,,2,1,Tanzan Ishibashi Award; Ishibashi Tanzan Memorial Fundation,0,0,
Q315572,Kishi,JPN,JPN,1957,1960,Regular,Regular,2,1,Yoshiko Kishi (spouse): Spouse of the Prime Minister of Japan; Eisaku Satō (sibling): Prime Minister of Japan; Eisaku Satō (sibling): Chief Cabinet Secretary; Eisaku Satō (sibling): Minister of Construction; Eisaku Satō (sibling): member of the House of Representatives of Japan,0,0,,0,0,
Q299142,Ikeda,JPN,JPN,1960,1964,Regular,Retired Due to Ill Health,1,0,Mitsue Ikeda (spouse): Spouse of the Prime Minister of Japan,0,0,,0,0,
Q297644,Tanaka,JPN,JPN,1972,1974,Regular,Regular,1,0,"Makiko Tanaka (child): Minister of Education, Culture, Sports, Science and Technology of Japan; Makiko Tanaka (child): Minister for Foreign Affairs; Makiko Tanaka (child): Director-General of the Science and Technology Agency of Japan; Makiko Tanaka (child): member of the House of Representatives of Japan",1,0,Kakumander,0,0,
Q317675,Miki,JPN,JPN,1974,1976,Regular,Regular,1,0,Kiseko Takahashi (child): member of the House of Councillors,0,0,,0,0,
Q315584,Fukuda,JPN,JPN,1976,1978,Regular,Regular,2,1,Yasuo Fukuda (child): Prime Minister of Japan; Yasuo Fukuda (child): Chief Cabinet Secretary; Yasuo Fukuda (child): Minister of State for Gender Equality; Yasuo Fukuda (child): member of the House of Representatives of Japan; Hiroichi Fukuda (sibling): member of the House of Councillors,1,0,Fukuda Doctrine,0,0,
Q744989,Masayoshi Ito,JPN,JPN,1980,1980,Regular,Regular,0,0,,0,0,,0,0,
