obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn,yrdied,dbpedia_clean,fties,ftcur,start_year,end_year
BLZ-1961,81e4f53c-1e42-11e4-b4cd-db5882bf8def,80,BLZ,Price,1961-04-07,1984-12-17,Regular,Regular,Regular,M,1919,2011,http://dbpedia.org/resource/George_Cadle_Price,NA,NA,1961,1984
BLZ-1984,81e4f53d-1e42-11e4-b4cd-db5882bf8def,80,BLZ,Esquivel,1984-12-17,1989-11-07,Regular,Regular,Regular,M,1940,-777,http://dbpedia.org/resource/Manuel_Esquivel,NA,NA,1984,1989
BLZ-1989,81e4f53c-1e42-11e4-b4cd-db5882bf8def,80,BLZ,Price,1989-11-07,1993-07-03,Regular,Regular,Regular,M,1919,2011,http://dbpedia.org/resource/George_Cadle_Price,NA,NA,1989,1993
BLZ-1993,81e4f53d-1e42-11e4-b4cd-db5882bf8def,80,BLZ,Esquivel,1993-07-03,1998-08-28,Regular,Regular,Regular,M,1940,-777,http://dbpedia.org/resource/Manuel_Esquivel,NA,NA,1993,1998
BLZ-1998,81e4f53e-1e42-11e4-b4cd-db5882bf8def,80,BLZ,Musa,1998-08-28,2008-02-08,Regular,Regular,Regular,M,1944,-777,http://dbpedia.org/resource/Said_Musa,NA,NA,1998,2008
BLZ-2008,825059b0-1e42-11e4-b4cd-db5882bf8def,80,BLZ,D.Barrow,2008-02-08,2015-12-31,Regular,Still in Office,Still in Office,M,1951,-777,,NA,NA,2008,2015
GUA-1945,81e587c3-1e42-11e4-b4cd-db5882bf8def,90,GUA,Arevalo,1945-03-15,1951-03-01,Regular,Regular,Regular,M,1904,1990,http://dbpedia.org/resource/Juan_Jos-25C3-25A9_Ar-25C3-25A9valo,NA,NA,1945,1951
GUA-1951,81e587c2-1e42-11e4-b4cd-db5882bf8def,90,GUA,Arbenz Guzman,1951-03-01,1954-06-27,Regular,Irregular,"Removed by Military, with Foreign Support",M,1913,1971,,NA,NA,1951,1954
GUA-1954-1,81e587c4-1e42-11e4-b4cd-db5882bf8def,90,GUA,Diaz,1954-06-27,1954-06-29,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1910,2015,,NA,NA,1954,1954
GUA-1954-2,81e5b894-1e42-11e4-b4cd-db5882bf8def,90,GUA,Monzon,1954-06-29,1954-07-08,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1912,1981,,NA,NA,1954,1954
GUA-1954-3,81e5b895-1e42-11e4-b4cd-db5882bf8def,90,GUA,Castillo Armas,1954-07-08,1957-07-20,Irregular,Irregular,Assassination by Unsupported Individual,M,1914,1957,,NA,NA,1954,1957
GUA-1957-1,81e5b896-1e42-11e4-b4cd-db5882bf8def,90,GUA,Gonzalez Lopez,1957-07-20,1957-10-24,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1900,1965,,NA,NA,1957,1957
GUA-1957-2,81e5b897-1e42-11e4-b4cd-db5882bf8def,90,GUA,Mendoza Azurdia,1957-10-24,1957-10-27,Irregular,Irregular,"Removed by Military, with Foreign Support",M,1917,-999,,NA,NA,1957,1957
GUA-1957-3,81e5b898-1e42-11e4-b4cd-db5882bf8def,90,GUA,Flores Avendano,1957-10-28,1958-03-02,Irregular,Regular,Regular,M,1898,1982,,NA,NA,1957,1958
GUA-1958,81e5b899-1e42-11e4-b4cd-db5882bf8def,90,GUA,Ydigoras Fuente,1958-03-02,1963-03-31,Regular,Irregular,"Removed by Military, without Foreign Support",M,1895,1982,,NA,NA,1958,1963
GUA-1963,81e5e968-1e42-11e4-b4cd-db5882bf8def,90,GUA,Peralta Azurdia,1963-03-31,1966-07-01,Irregular,Regular,Regular,M,1908,1997,,NA,NA,1963,1966
GUA-1966,81e5e969-1e42-11e4-b4cd-db5882bf8def,90,GUA,Mendez Montenegro,1966-07-01,1970-07-01,Regular,Regular,Regular,M,1915,1996,,NA,NA,1966,1970
GUA-1970,81e5e96a-1e42-11e4-b4cd-db5882bf8def,90,GUA,Arana Osorio,1970-07-01,1974-07-01,Regular,Regular,Regular,M,1918,2003,,NA,NA,1970,1974
GUA-1974,81e5e96b-1e42-11e4-b4cd-db5882bf8def,90,GUA,Laugerud Garcia,1974-07-01,1978-07-01,Regular,Regular,Regular,M,1930,2009,,NA,NA,1974,1978
GUA-1978,81e5e96c-1e42-11e4-b4cd-db5882bf8def,90,GUA,Lucas Garcia,1978-07-01,1982-03-23,Regular,Irregular,"Removed by Military, without Foreign Support",M,1924,2006,,NA,NA,1978,1982
GUA-1982,81e61a3c-1e42-11e4-b4cd-db5882bf8def,90,GUA,Rios Montt,1982-03-23,1983-08-08,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1926,-777,http://dbpedia.org/resource/Efra-25C3-25ADn_R-25C3-25ADos_Montt,NA,NA,1982,1983
GUA-1983,81e61a3d-1e42-11e4-b4cd-db5882bf8def,90,GUA,Mejia Victores,1983-08-08,1986-01-14,Irregular,Regular,Regular,M,1930,-777,,NA,NA,1983,1986
GUA-1986,81e61a3e-1e42-11e4-b4cd-db5882bf8def,90,GUA,Cerezo,1986-01-14,1991-01-14,Regular,Regular,Regular,M,1942,-777,http://dbpedia.org/resource/Vinicio_Cerezo,NA,NA,1986,1991
GUA-1991,81e61a3f-1e42-11e4-b4cd-db5882bf8def,90,GUA,Serrano Elias,1991-01-14,1993-05-31,Regular,Irregular,"Removed by Military, without Foreign Support",M,1945,-777,http://dbpedia.org/resource/Jorge_Serrano_El-25C3-25ADas,NA,NA,1991,1993
GUA-1993-1,81e61a40-1e42-11e4-b4cd-db5882bf8def,90,GUA,Espina Salguero,1993-05-31,1993-06-01,Regular,Regular,Regular,M,1946,-777,,NA,NA,1993,1993
GUA-1993-2,81e64b10-1e42-11e4-b4cd-db5882bf8def,90,GUA,Leon Carpio,1993-06-01,1996-01-14,Irregular,Regular,Regular,M,1942,2002,http://dbpedia.org/resource/Ramiro_de_Le-25C3-25B3n_Carpio,NA,NA,1993,1996
GUA-1996,81e64b11-1e42-11e4-b4cd-db5882bf8def,90,GUA,Arzu Yrigoyen,1996-01-14,2000-01-14,Regular,Regular,Regular,M,1946,-777,http://dbpedia.org/resource/-25C3-2581lvaro_Arz-25C3-25BA,NA,NA,1996,2000
GUA-2000,81e64b12-1e42-11e4-b4cd-db5882bf8def,90,GUA,Alfonso Portillo Cabrera,2000-01-15,2004-01-14,Regular,Regular,Regular,M,1951,-777,,NA,NA,2000,2004
GUA-2004,81e64b13-1e42-11e4-b4cd-db5882bf8def,90,GUA,Berger Perdomo,2004-01-14,2008-01-14,Regular,Regular,Regular,M,1946,-777,,NA,NA,2004,2008
GUA-2008,825059b1-1e42-11e4-b4cd-db5882bf8def,90,GUA,Colom Caballeros,2008-01-14,2012-01-14,Regular,Regular,Regular,M,1951,-777,,NA,NA,2008,2012
GUA-2012,2b37a451-3481-11e4-8dba-bbcd9ed46413,90,GUA,Perez Molina,2012-01-14,2015-09-02,Regular,Regular,Regular,M,1950,-777,,NA,NA,2012,2015
HON-1949,81e6dd90-1e42-11e4-b4cd-db5882bf8def,91,HON,Galvez,1949-01-01,1954-01-15,Regular,Retired Due to Ill Health,Regular,M,1887,1972,,NA,NA,1949,1954
HON-1954,81e70e60-1e42-11e4-b4cd-db5882bf8def,91,HON,Lozano Diaz,1954-01-15,1956-10-21,Regular,Irregular,"Removed by Military, without Foreign Support",M,1885,1957,,NA,NA,1954,1956
HON-1956,81e70e61-1e42-11e4-b4cd-db5882bf8def,91,HON,Hector Caraccioli,1956-10-21,1957-12-21,Irregular,Regular,Regular,M,1922,1975,,NA,NA,1956,1957
HON-1957,81e70e62-1e42-11e4-b4cd-db5882bf8def,91,HON,Villeda Morales,1957-12-21,1963-10-03,Regular,Irregular,"Removed by Military, without Foreign Support",M,1909,1971,,NA,NA,1957,1963
HON-1963,81e70e63-1e42-11e4-b4cd-db5882bf8def,91,HON,Lopez Arellano,1963-10-03,1971-06-06,Irregular,Regular,Regular,M,1921,-777,http://dbpedia.org/resource/Oswaldo_L-25C3-25B3pez_Arellano,NA,NA,1963,1971
HON-1971,81e70e64-1e42-11e4-b4cd-db5882bf8def,91,HON,Cruz,1971-06-06,1972-12-04,Regular,Irregular,"Removed by Military, without Foreign Support",M,1903,1985,,NA,NA,1971,1972
HON-1972,81e70e63-1e42-11e4-b4cd-db5882bf8def,91,HON,Lopez Arellano,1972-12-04,1975-04-22,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1921,-777,http://dbpedia.org/resource/Oswaldo_L-25C3-25B3pez_Arellano,NA,NA,1972,1975
HON-1975,81e73f34-1e42-11e4-b4cd-db5882bf8def,91,HON,Castro,1975-04-22,1978-08-07,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1938,1987,http://dbpedia.org/resource/Juan_Alberto_Melgar_Castro,NA,NA,1975,1978
HON-1978,81e73f35-1e42-11e4-b4cd-db5882bf8def,91,HON,Paz Garcia,1978-08-07,1982-01-27,Irregular,Regular,Regular,M,1931,2000,,NA,NA,1978,1982
HON-1982,81e73f36-1e42-11e4-b4cd-db5882bf8def,91,HON,Suazo Cordova,1982-01-27,1986-01-27,Regular,Regular,Regular,M,1928,-777,,NA,NA,1982,1986
HON-1986,81e73f37-1e42-11e4-b4cd-db5882bf8def,91,HON,Azcona Hoyo,1986-01-27,1990-01-27,Regular,Regular,Regular,M,1927,2005,http://dbpedia.org/resource/Jos-25C3-25A9_Azcona_del_Hoyo,NA,NA,1986,1990
HON-1990,81e73f38-1e42-11e4-b4cd-db5882bf8def,91,HON,Callejas,1990-01-27,1994-01-27,Regular,Regular,Regular,M,1943,-777,,NA,NA,1990,1994
HON-1994,81e77012-1e42-11e4-b4cd-db5882bf8def,91,HON,Reina,1994-01-27,1998-01-27,Regular,Regular,Regular,M,1926,2003,http://dbpedia.org/resource/Carlos_Roberto_Reina,NA,NA,1994,1998
HON-1998,81e77013-1e42-11e4-b4cd-db5882bf8def,91,HON,Flores Facusse,1998-01-27,2002-01-27,Regular,Regular,Regular,M,1950,-777,,NA,NA,1998,2002
HON-2002,81e77014-1e42-11e4-b4cd-db5882bf8def,91,HON,Ricardo Maduro,2002-01-27,2006-01-27,Regular,Regular,Regular,M,1946,-777,http://dbpedia.org/resource/Ricardo_Maduro,NA,NA,2002,2006
HON-2006,825059b2-1e42-11e4-b4cd-db5882bf8def,91,HON,Zelaya,2006-01-27,2009-06-28,Regular,Irregular,"Removed by Military, without Foreign Support",M,1952,-777,,NA,NA,2006,2009
HON-2009,825059b3-1e42-11e4-b4cd-db5882bf8def,91,HON,Micheletti,2009-06-28,2010-01-27,Irregular,Regular,Regular,M,1948,-777,,NA,NA,2009,2010
HON-2010,825059b4-1e42-11e4-b4cd-db5882bf8def,91,HON,Lobo,2010-01-27,2014-01-27,Regular,Regular,Regular,M,1947,-777,,NA,NA,2010,2014
HON-2014,149deeac-aae0-11e4-b3bc-29f2fa19767e,91,HON,Hernández,2014-01-27,2015-12-31,Regular,Still in Office,Still in Office,M,1968,-777,,NA,NA,2014,2015
SAL-1945,81e83362-1e42-11e4-b4cd-db5882bf8def,92,SAL,Castaneda Castro,1945-02-28,1948-12-14,Regular,Irregular,"Removed by Military, without Foreign Support",M,1888,1965,,NA,NA,1945,1948
SAL-1948,81e83363-1e42-11e4-b4cd-db5882bf8def,92,SAL,Cordova,1948-12-15,1949-01-04,Irregular,Regular,Regular,M,1894,-999,,NA,NA,1948,1949
SAL-1949-1,81e83364-1e42-11e4-b4cd-db5882bf8def,92,SAL,Osorio,1949-01-04,1949-10-22,Regular,Regular,Regular,M,1910,1969,,NA,NA,1949,1949
SAL-1949-2,81e83365-1e42-11e4-b4cd-db5882bf8def,92,SAL,Oscar Bolanos,1949-10-22,1950-09-14,Regular,Regular,Regular,M,1912,-777,,NA,NA,1949,1950
SAL-1950,81e83364-1e42-11e4-b4cd-db5882bf8def,92,SAL,Osorio,1950-09-14,1956-09-14,Regular,Regular,Regular,M,1910,1969,,NA,NA,1950,1956
SAL-1956,81e83366-1e42-11e4-b4cd-db5882bf8def,92,SAL,Lemus,1956-09-14,1960-10-26,Regular,Irregular,"Removed by Military, without Foreign Support",M,1911,1993,,NA,NA,1956,1960
SAL-1960,81e86436-1e42-11e4-b4cd-db5882bf8def,92,SAL,Castillo,1960-10-26,1961-01-25,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1915,-999,,NA,NA,1960,1961
SAL-1961,81e86437-1e42-11e4-b4cd-db5882bf8def,92,SAL,Portillo,1961-01-25,1962-01-25,Irregular,Regular,Regular,M,1914,2010,,NA,NA,1961,1962
SAL-1962-1,81e86438-1e42-11e4-b4cd-db5882bf8def,92,SAL,Rodolfo Cordon,1962-01-25,1962-07-01,Regular,Regular,Regular,M,1899,1966,,NA,NA,1962,1962
SAL-1962-2,81e86439-1e42-11e4-b4cd-db5882bf8def,92,SAL,Rivera,1962-07-01,1967-07-01,Regular,Regular,Regular,M,1922,1973,,NA,NA,1962,1967
SAL-1967,81e8643a-1e42-11e4-b4cd-db5882bf8def,92,SAL,Sanchez Hernandez,1967-07-01,1972-07-01,Regular,Regular,Regular,M,1917,2003,,NA,NA,1967,1972
SAL-1972,81e8950a-1e42-11e4-b4cd-db5882bf8def,92,SAL,Molina,1972-07-01,1977-07-01,Regular,Regular,Regular,M,1927,-777,,NA,NA,1972,1977
SAL-1977,81e8950b-1e42-11e4-b4cd-db5882bf8def,92,SAL,Romero Mena,1977-07-01,1979-10-15,Regular,Irregular,"Removed by Military, without Foreign Support",M,1924,-777,,NA,NA,1977,1979
SAL-1979,81e8950c-1e42-11e4-b4cd-db5882bf8def,92,SAL,Majano Ramos,1979-10-15,1980-12-07,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1938,-777,,NA,NA,1979,1980
SAL-1980,81e8950d-1e42-11e4-b4cd-db5882bf8def,92,SAL,Duarte,1980-12-13,1982-05-02,Irregular,Regular,Regular,M,1925,1990,,NA,NA,1980,1982
SAL-1982,81e8950e-1e42-11e4-b4cd-db5882bf8def,92,SAL,Magana Borjo,1982-05-02,1984-06-01,Regular,Regular,Regular,M,1925,2001,,NA,NA,1982,1984
SAL-1984,81e8950d-1e42-11e4-b4cd-db5882bf8def,92,SAL,Duarte,1984-06-01,1989-06-01,Regular,Regular,Regular,M,1925,1990,,NA,NA,1984,1989
SAL-1989,81e8c5de-1e42-11e4-b4cd-db5882bf8def,92,SAL,Cristiani,1989-06-01,1994-06-01,Regular,Regular,Regular,M,1947,-777,,NA,NA,1989,1994
SAL-1994,81e8c5df-1e42-11e4-b4cd-db5882bf8def,92,SAL,Calderon Sol,1994-06-01,1999-06-01,Regular,Regular,Regular,M,1948,-777,,NA,NA,1994,1999
SAL-1999,81e8c5e0-1e42-11e4-b4cd-db5882bf8def,92,SAL,Flores,1999-06-01,2004-06-01,Regular,Regular,Regular,M,1959,-777,http://dbpedia.org/resource/Francisco_Flores_P-25C3-25A9rez,NA,NA,1999,2004
SAL-2004,81e8c5e1-1e42-11e4-b4cd-db5882bf8def,92,SAL,Saca González,2004-06-01,2009-06-01,Regular,Regular,Regular,M,1965,-777,,NA,NA,2004,2009
SAL-2009,825059b5-1e42-11e4-b4cd-db5882bf8def,92,SAL,Funes,2009-06-01,2014-06-01,Regular,Regular,Regular,M,1959,-777,,NA,NA,2009,2014
SAL-2014,149deead-aae0-11e4-b3bc-29f2fa19767e,92,SAL,Sanchez Ceren,2014-06-01,2015-12-31,Regular,Still in Office,Still in Office,M,1944,-777,,NA,NA,2014,2015
NIC-1947-1,81e9893a-1e42-11e4-b4cd-db5882bf8def,93,NIC,Arguello,1947-05-01,1947-05-26,Regular,Irregular,"Removed by Military, without Foreign Support",M,1875,1947,,NA,NA,1947,1947
NIC-1947-2,81e98939-1e42-11e4-b4cd-db5882bf8def,93,NIC,Anastasio Somoza Garcia,1947-05-26,1956-09-29,Irregular,Irregular,Assassination by Unsupported Individual,M,1896,1956,,NA,NA,1947,1956
NIC-1956,81e9893b-1e42-11e4-b4cd-db5882bf8def,93,NIC,Luis Somoza Debayle,1956-09-29,1963-05-01,Regular,Regular,Regular,M,1922,1967,,NA,NA,1956,1963
NIC-1963,81e9893c-1e42-11e4-b4cd-db5882bf8def,93,NIC,Shick Gutierrez,1963-05-01,1966-08-03,Irregular,Natural Death,Regular,M,1909,1966,,Relative of Guerrero Gutierrez%81e9ba0c-1e42-11e4-b4cd-db5882bf8def,0,1963,1966
NIC-1966,81e9ba0c-1e42-11e4-b4cd-db5882bf8def,93,NIC,Guerrero Gutierrez,1966-08-04,1967-05-01,Regular,Regular,Regular,M,1900,1981,,Relative of Shick Gutierrez%81e9893c-1e42-11e4-b4cd-db5882bf8def,1,1966,1967
NIC-1967,81e9ba0d-1e42-11e4-b4cd-db5882bf8def,93,NIC,Anastasio Somoza Debayle,1967-05-01,1979-07-17,Regular,Irregular,"Removed by Rebels, with Foreign Support",M,1925,1980,http://dbpedia.org/resource/Anastasio_Somoza_Debayle,NA,NA,1967,1979
NIC-1979,81e9ba0e-1e42-11e4-b4cd-db5882bf8def,93,NIC,Daniel Ortega,1979-07-18,1990-04-25,Irregular,Regular,Regular,M,1945,-777,http://dbpedia.org/resource/Daniel_Ortega,NA,NA,1979,1990
NIC-1990,81e9ba0f-1e42-11e4-b4cd-db5882bf8def,93,NIC,Violeta Chamorro,1990-04-25,1997-01-10,Regular,Regular,Regular,F,1929,-777,http://dbpedia.org/resource/Violeta_Chamorro,NA,NA,1990,1997
NIC-1997,81e9ba10-1e42-11e4-b4cd-db5882bf8def,93,NIC,Aleman,1997-01-10,2002-01-10,Regular,Regular,Regular,M,1946,-777,,NA,NA,1997,2002
NIC-2002,81e9eae0-1e42-11e4-b4cd-db5882bf8def,93,NIC,Enrique Bolanos,2002-01-11,2007-01-10,Regular,Regular,Regular,M,1928,-777,http://dbpedia.org/resource/Enrique_Bola-25C3-25B1os,NA,NA,2002,2007
NIC-2007,81e9ba0e-1e42-11e4-b4cd-db5882bf8def,93,NIC,Daniel Ortega,2007-01-10,2015-12-31,Regular,Still in Office,Still in Office,M,1945,-777,,NA,NA,2007,2015
COS-1948-1,81eb718a-1e42-11e4-b4cd-db5882bf8def,94,COS,Leon Herrera,1948-04-20,1948-05-08,Irregular,Regular,Regular,M,1874,1950,,NA,NA,1948,1948
COS-1948-2,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Ferrer,1948-05-08,1949-11-08,Irregular,Regular,Regular,M,1906,1990,http://dbpedia.org/resource/Jos-25C3-25A9_Figueres_Ferrer,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0,1948,1949
COS-1949,81eb718c-1e42-11e4-b4cd-db5882bf8def,94,COS,Otilia Ulate,1949-11-08,1953-11-08,Regular,Regular,Regular,M,1892,1973,,NA,NA,1949,1953
COS-1953,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Ferrer,1953-11-08,1958-05-08,Regular,Regular,Regular,M,1906,1990,http://dbpedia.org/resource/Jos-25C3-25A9_Figueres_Ferrer,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0,1953,1958
COS-1958,81eba25e-1e42-11e4-b4cd-db5882bf8def,94,COS,Echandi Jimenez,1958-05-08,1962-05-08,Regular,Regular,Regular,M,1915,2011,,NA,NA,1958,1962
COS-1962,81eba25f-1e42-11e4-b4cd-db5882bf8def,94,COS,Orlich,1962-05-08,1966-05-08,Regular,Regular,Regular,M,1907,1969,http://dbpedia.org/resource/Francisco_Orlich_Bolmarcich,NA,NA,1962,1966
COS-1966,81ebd332-1e42-11e4-b4cd-db5882bf8def,94,COS,Trejos,1966-05-08,1970-05-08,Regular,Regular,Regular,M,1916,2010,http://dbpedia.org/resource/Jos-25C3-25A9_Joaqu-25C3-25ADn_Trejos_Fern-25C3-25A1ndez,NA,NA,1966,1970
COS-1970,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Ferrer,1970-05-08,1974-05-08,Regular,Regular,Regular,M,1906,1990,http://dbpedia.org/resource/Jos-25C3-25A9_Figueres_Ferrer,Father of Calderon Fournier%81ec34db-1e42-11e4-b4cd-db5882bf8def,0,1970,1974
COS-1974,81ebd333-1e42-11e4-b4cd-db5882bf8def,94,COS,"Quiros, Daniel",1974-05-08,1978-05-08,Regular,Regular,Regular,M,1921,1991,http://dbpedia.org/resource/Daniel_Oduber_Quir-25C3-25B3s,NA,NA,1974,1978
COS-1978,81ec0406-1e42-11e4-b4cd-db5882bf8def,94,COS,Carazo Odio,1978-05-08,1982-05-08,Regular,Regular,Regular,M,1926,2009,http://dbpedia.org/resource/Rodrigo_Carazo_Odio,NA,NA,1978,1982
COS-1982,81ec0407-1e42-11e4-b4cd-db5882bf8def,94,COS,Monge Alverez,1982-05-08,1986-05-08,Regular,Regular,Regular,M,1925,-777,,NA,NA,1982,1986
COS-1986,81ec34da-1e42-11e4-b4cd-db5882bf8def,94,COS,Arias,1986-05-08,1990-05-08,Regular,Regular,Regular,M,1941,-777,,NA,NA,1986,1990
COS-1990,81ec34db-1e42-11e4-b4cd-db5882bf8def,94,COS,Calderon Fournier,1990-05-08,1994-05-08,Regular,Regular,Regular,M,1949,-777,,Son of Calderon Guardi%81eb0fd9-1e42-11e4-b4cd-db5882bf8def;Son of Calderon Fournier%81eb718b-1e42-11e4-b4cd-db5882bf8def,1,1990,1994
COS-1994,81ec65ae-1e42-11e4-b4cd-db5882bf8def,94,COS,Figueres Olsen,1994-05-08,1998-05-08,Regular,Regular,Regular,M,1954,-777,,NA,NA,1994,1998
COS-1998,81ec65af-1e42-11e4-b4cd-db5882bf8def,94,COS,Rodriguez Echeverria,1998-05-08,2002-05-08,Regular,Regular,Regular,M,1940,-777,,NA,NA,1998,2002
COS-2002,81ec9682-1e42-11e4-b4cd-db5882bf8def,94,COS,de la Espriella,2002-05-09,2006-05-08,Regular,Regular,Regular,M,1933,-777,,NA,NA,2002,2006
COS-2006,81ec34da-1e42-11e4-b4cd-db5882bf8def,94,COS,Arias,2006-05-08,2010-05-08,Regular,Regular,Regular,M,1941,-777,,NA,NA,2006,2010
COS-2010,82508a84-1e42-11e4-b4cd-db5882bf8def,94,COS,Laura Chinchilla Miranda,2010-05-08,2014-05-08,Regular,Regular,Regular,F,1959,-777,,NA,NA,2010,2014
COS-2014,149e15bc-aae0-11e4-b3bc-29f2fa19767e,94,COS,Solis Rivera,2014-05-08,2015-12-31,Regular,Still in Office,Still in Office,M,1958,-777,,NA,NA,2014,2015
PAN-1945,81f2804f-1e42-11e4-b4cd-db5882bf8def,95,PAN,Jimenez,1945-06-15,1948-10-01,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1888,1970,,NA,NA,1945,1948
PAN-1948,81f2b120-1e42-11e4-b4cd-db5882bf8def,95,PAN,Diaz Arosomena,1948-10-01,1949-07-28,Irregular,Retired Due to Ill Health,Regular,M,1873,1949,,NA,NA,1948,1949
PAN-1949-1,81f2b121-1e42-11e4-b4cd-db5882bf8def,95,PAN,Chaniz Pinzon,1949-07-28,1949-11-20,Regular,Irregular,"Removed by Military, without Foreign Support",M,1892,1961,http://dbpedia.org/resource/Daniel_Chanis_Pinz-25C3-25B3n,NA,NA,1949,1949
PAN-1949-2,81f2b122-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Chiari, Roberto",1949-11-20,1949-11-25,Regular,Regular,Regular,M,1905,1981,,Son of Rudolfo Chiari%81ed2908-1e42-11e4-b4cd-db5882bf8def,1,1949,1949
PAN-1949-3,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, A.",1949-11-25,1951-05-10,Irregular,Regular,Regular,M,1901,1988,,"Brother of Arias, H.%81f24f78-1e42-11e4-b4cd-db5882bf8def",1,1949,1951
PAN-1951,81f2e1fe-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arosomena, A.",1951-05-10,1952-10-01,Regular,Regular,Regular,M,1883,1958,,NA,NA,1951,1952
PAN-1952,81f2e1ff-1e42-11e4-b4cd-db5882bf8def,95,PAN,Remon Cantero,1952-10-01,1955-01-02,Regular,Irregular,Assassination by Unsupported Individual,M,1908,1955,,NA,NA,1952,1955
PAN-1955-1,81f2e200-1e42-11e4-b4cd-db5882bf8def,95,PAN,Guizado,1955-01-03,1955-01-15,Regular,Regular,Regular,M,1899,1964,,NA,NA,1955,1955
PAN-1955-2,81f312d2-1e42-11e4-b4cd-db5882bf8def,95,PAN,Arias Espinosa,1955-01-15,1956-10-01,Regular,Regular,Regular,M,1912,1993,,NA,NA,1955,1956
PAN-1956,81f312d3-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Guardia Jr., E.",1956-10-01,1960-10-01,Regular,Regular,Regular,M,1904,1983,,NA,NA,1956,1960
PAN-1960,81f2b122-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Chiari, Roberto",1960-10-01,1964-10-01,Regular,Regular,Regular,M,1905,1981,,Son of Rudolfo Chiari%81ed2908-1e42-11e4-b4cd-db5882bf8def,1,1960,1964
PAN-1964,81f312d4-1e42-11e4-b4cd-db5882bf8def,95,PAN,Robles,1964-10-01,1968-10-01,Regular,Regular,Regular,M,1905,1990,,NA,NA,1964,1968
PAN-1968-1,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,"Arias, A.",1968-10-01,1968-10-12,Regular,Irregular,"Removed by Military, without Foreign Support",M,1901,1988,,"Brother of Arias, H.%81f24f78-1e42-11e4-b4cd-db5882bf8def",1,1968,1968
PAN-1968-2,81f312d5-1e42-11e4-b4cd-db5882bf8def,95,PAN,Torrijos Herrera,1968-10-12,1981-07-31,Irregular,Natural Death,Regular,M,1929,1981,,Father of Martin Torrijos%81f3747b-1e42-11e4-b4cd-db5882bf8def,0,1968,1981
PAN-1981,81f343a6-1e42-11e4-b4cd-db5882bf8def,95,PAN,Florez Aguilar,1981-07-31,1982-03-03,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1931,-777,,NA,NA,1981,1982
PAN-1982,81f343a7-1e42-11e4-b4cd-db5882bf8def,95,PAN,Dario Paredes,1982-03-03,1983-08-15,Irregular,Regular,Regular,M,1931,-777,,NA,NA,1982,1983
PAN-1983,81f343a8-1e42-11e4-b4cd-db5882bf8def,95,PAN,Noriega,1983-08-15,1990-01-03,Irregular,Foreign,Removed through Threat of Foreign Force,M,1940,-777,,NA,NA,1983,1990
PAN-1990,81f343a9-1e42-11e4-b4cd-db5882bf8def,95,PAN,Endara,1990-01-04,1994-09-01,Foreign Imposition,Regular,Regular,M,1936,2009,,NA,NA,1990,1994
PAN-1994,81f343aa-1e42-11e4-b4cd-db5882bf8def,95,PAN,Balladares,1994-09-01,1999-09-01,Regular,Regular,Regular,M,1946,-777,,NA,NA,1994,1999
PAN-1999,81f3747a-1e42-11e4-b4cd-db5882bf8def,95,PAN,Mireya Moscoso,1999-09-01,2004-09-01,Regular,Regular,Regular,F,1946,-777,http://dbpedia.org/resource/Mireya_Moscoso,NA,NA,1999,2004
PAN-2004,81f3747b-1e42-11e4-b4cd-db5882bf8def,95,PAN,Martin Torrijos,2004-09-01,2009-07-01,Regular,Regular,Regular,M,1963,-777,,Son of Torrijos Herrera%81f312d5-1e42-11e4-b4cd-db5882bf8def,1,2004,2009
PAN-2009,82508a85-1e42-11e4-b4cd-db5882bf8def,95,PAN,Martinelli,2009-07-01,2014-07-01,Regular,Regular,Regular,M,1952,-777,,NA,NA,2009,2014
PAN-2014,149e15bd-aae0-11e4-b3bc-29f2fa19767e,95,PAN,Varela Rodriguez,2014-07-01,2015-12-31,Regular,Still in Office,Still in Office,M,1963,-777,,NA,NA,2014,2015
